EVENTID|LAT|LONGI|TO_CHAR(STTIME,'YYYYMMDDHH24:MI')|ONSTREET_PENNY|DIRECTION|ADMINCITY|DESCRIPTION|AFFECTEDLANECNT|EVENT_STATUS
940|34.259773|-118.329684|20120616 09:44|I210|3|Altadena|1182 - Traffic Collision - No Injuries|0|2
940|33.874692|-117.545242|20120616 17:01|I15|0|Riverside|1182 - Traffic Collision - No Injuries|0|2
940|34.265872|-118.472048|20120611 09:36|SR118|2|West Valley|1183 - Traffic Collision - No Details|0|2
940|34.108289|-117.302484|20120620 17:23|I215|0|San Bernardino|1183 - Traffic Collision - No Details|0|2
940|33.98782|-118.399036|20120628 09:26|SR90|3|West Los Angeles|1125 - Traffic Hazard|0|2
941|33.864685|-118.326468|20120603 07:46|I405|0|South Los Angeles|1183 - Traffic Collision - No Details|0|2
941|34.068124|-118.026592|20120606 09:25|VALLEY|130|East Los Angeles|1125 - Traffic Hazard|0|2
941|33.921264|-118.209636|20120608 08:54|LONG|130|Southern Division|20002 - Hit and Run - No Injuries|0|2
941|34.087219|-117.670146|20120608 15:53|I10|2|Rancho Cucamonga|1125 - Traffic Hazard|0|2
941|34.018772|-117.550391|20120614 17:14|I15|1|Riverside|1183 - Traffic Collision - No Details|0|2
941|34.250041|-117.190286|20120622 15:29|28200|130|Arrowhead|20002 - Hit and Run - No Injuries|0|2
941|33.983292|-118.279975|20120627 09:20|GRAND|1|Southern Division|ANIMAL - Live or Dead Animal|0|2
941|33.981029|-118.245267|20120626 09:56|6507|130|South Los Angeles|20002 - Hit and Run - No Injuries|0|2
942|33.873598|-118.236055|20120603 07:46|SR91|2|South Los Angeles|1125A - Animal Hazard|0|2
942|34.00475|-118.172815|20120601 09:24|I710|0|East Los Angeles|1125 - Traffic Hazard|0|2
942|33.905151|-117.544018|20120604 16:38|1577|130|Inland Communications Center|FIRE - Report of Fire|0|2
942|34.135473|-117.234926|20120608 15:53|SR210|3|San Bernardino|1125 - Traffic Hazard|0|2
942|34.168463|-118.457415|20120613 10:05|CLARK|130|Southern Division|1179 - Traffic Collision - 1141 Rolling|0|2
942|34.064103|-117.278664|20120614 17:15|I10|2|San Bernardino|1125 - Traffic Hazard|0|2
942|33.941231|-118.096697|20120621 10:13|I605|1|Santa Fe Springs|1125 - Traffic Hazard|0|2
942|34.303406|-118.479555|20120620 09:53|I5|0|Newhall|1125 - Traffic Hazard|0|2
942|34.145079|-118.216536|20120625 10:01|SR134|3|Altadena|1125 - Traffic Hazard|0|2
942|33.878679|-117.546583|20120622 15:29|SR91|2|Riverside|20002 - Hit and Run - No Injuries|0|2
942|33.897236|-117.471083|20120618 17:09|LA|130|Inland Communications Center|20002 - Hit and Run - No Injuries|0|2
942|34.411651|-118.577878|20120623 10:07|I5|1|Newhall|1125 - Traffic Hazard|0|2
942|34.138332|-118.150391|20120628 09:27|FAIR|1|Southern Division|1182 - Traffic Collision - No Injuries|0|2
942|34.135557|-117.995035|20120626 09:56|CALIFORNIA|1|Southern Division|1183 - Traffic Collision - No Details|0|2
942|33.931055|-118.26516|20120629 09:16|AVALON|130|Southern Division|20002 - Hit and Run - No Injuries|0|2
943|34.179451|-118.395253|20120601 09:24|SR170|1|West Valley|1125 - Traffic Hazard|0|2
943|34.122733|-118.478598|20120602 10:08|I405|1|West Los Angeles|1125 - Traffic Hazard|0|2
943|34.030738|-117.593224|20120606 16:27|SR60|3|Rancho Cucamonga|1125 - Traffic Hazard|0|2
943|34.064911|-117.304771|20120616 17:03|I10|2|San Bernardino|1125 - Traffic Hazard|0|2
943|33.940719|-117.261417|20120615 16:39|SR60|2|Riverside|1182 - Traffic Collision - No Injuries|0|2
943|34.143412|-117.300775|20120614 17:15|I215|0|San Bernardino|ANIMAL - Live or Dead Animal|0|2
943|34.167045|-118.49233|20120624 08:57|BURBANK|130|Southern Division|20002 - Hit and Run - No Injuries|0|2
943|34.152708|-118.094575|20120625 10:02|I210|3|Altadena|1183 - Traffic Collision - No Details|0|2
943|33.901827|-118.370319|20120628 09:27|I405|0|West Los Angeles|1125 - Traffic Hazard|0|2
943|34.16131|-118.469666|20120627 09:22|US101|3|West Valley|1125 - Traffic Hazard|0|2
943|33.966607|-118.121431|20120626 09:57|I5|1|Santa Fe Springs|1182 - Traffic Collision - No Injuries|0|2
944|33.994235|-117.888598|20120601 09:25|SR60|3|Santa Fe Springs|1183 - Traffic Collision - No Details|0|2
944|33.876502|-118.107049|20120604 11:17|SR91|2|Santa Fe Springs|1125 - Traffic Hazard|0|2
944|34.148712|-118.469367|20120606 09:26|I405|1|West Valley|1125 - Traffic Hazard|0|2
944|33.886168|-117.517665|20120608 15:54|SR91|2|Riverside|1125 - Traffic Hazard|0|2
944|33.928145|-118.239063|20120612 09:26|I105|2|South Los Angeles|1182 - Traffic Collision - No Injuries|0|2
944|34.061131|-118.165024|20120628 09:28|I10|2|East Los Angeles|1182 - Traffic Collision - No Injuries|0|2
944|34.474535|-118.308145|20120629 09:18|SR14|1|Newhall|1182 - Traffic Collision - No Injuries|0|2
945|34.067317|-117.335779|20120606 16:28|I10|2|San Bernardino|1125 - Traffic Hazard|0|2
945|34.072252|-117.942912|20120604 11:18|I10|3|Baldwin Park|1182 - Traffic Collision - No Injuries|0|2
945|34.02761|-118.456288|20120605 09:33|I10|2|West Los Angeles|1182 - Traffic Collision - No Injuries|0|2
945|34.024961|-117.729588|20120608 15:56|SR60|2|Rancho Cucamonga|1182 - Traffic Collision - No Injuries|0|2
945|33.939618|-117.226333|20120616 17:05|PERRIS|130|Inland Communications Center|1182 - Traffic Collision - No Injuries|0|2
945|34.136398|-117.436524|20120614 17:16|SR210|3|San Bernardino|CFIRE - Car Fire|0|2
945|34.277982|-118.502144|20120611 09:38|SR118|2|West Valley|1183 - Traffic Collision - No Details|0|2
945|33.817386|-118.189275|20120621 10:14|I405|1|South Los Angeles|1125 - Traffic Hazard|0|2
945|34.030384|-117.611003|20120615 16:40|SR60|2|Rancho Cucamonga|1125 - Traffic Hazard|0|2
945|34.147941|-118.08206|20120625 10:03|I210|3|Altadena|1125 - Traffic Hazard|0|2
945|34.109973|-118.256669|20120630 09:43|3131|130|Southern Division|20002 - Hit and Run - No Injuries|0|2
945|33.960144|-118.238957|20120627 09:23|FIRESTONE|130|South Los Angeles|1183 - Traffic Collision - No Details|0|2
946|34.036487|-118.220572|20120601 09:26|I5|1|Central Los Angeles|1182 - Traffic Collision - No Injuries|0|2
946|34.048176|-117.550122|20120603 18:49|JURUPA|2|Inland Communications Center|1183 - Traffic Collision - No Details|0|2
946|34.094622|-118.206083|20120606 09:27|SR110|1|Central Los Angeles|CLOSURE - Closure of a Road|0|2
946|34.077366|-118.469984|20120607 09:19|I405|0|West Los Angeles|1125 - Traffic Hazard|0|2
946|33.916797|-117.28728|20120612 17:04|ALESSANDRO|130|Inland Communications Center|20002 - Hit and Run - No Injuries|0|2
946|33.916766|-117.291924|20120611 17:21|ALESSANDRO|130|Riverside|1125 - Traffic Hazard|0|2
946|33.826374|-118.207482|20120615 09:36|I710|1|South Los Angeles|1182 - Traffic Collision - No Injuries|0|2
946|34.024617|-118.469328|20120620 09:56|I10|3|West Los Angeles|1183 - Traffic Collision - No Details|0|2
947|34.030738|-117.593224|20120603 18:50|SR60|3|Rancho Cucamonga|1125 - Traffic Hazard|0|2
947|33.813607|-118.167599|20120607 09:19|I405|0|South Los Angeles|1125 - Traffic Hazard|0|2
947|33.982663|-117.715062|20120608 15:58|SR142|130|Inland Communications Center|1183 - Traffic Collision - No Details|0|2
947|34.018857|-118.423541|20120612 09:27|I405|0|West Los Angeles|20002 - Hit and Run - No Injuries|0|2
947|33.87989|-117.565662|20120614 17:16|SR91|2|Riverside|1183 - Traffic Collision - No Details|0|2
947|34.072111|-118.073007|20120615 09:36|I10|2|East Los Angeles|1125 - Traffic Hazard|0|2
947|34.171424|-118.303017|20120611 09:39|ALAMEDA|2|Altadena|1182 - Traffic Collision - No Injuries|0|2
947|34.187004|-117.147392|20120620 17:26|SR330|130|Arrowhead|1125 - Traffic Hazard|0|2
947|34.044211|-118.171936|20120621 10:15|HUMPHREYS|0|East Los Angeles|1182 - Traffic Collision - No Injuries|0|2
947|33.8589|-117.258103|20120618 17:12|215|1|Riverside|1182 - Traffic Collision - No Injuries|0|2
947|34.440851|-118.605968|20120622 09:36|HENRY|130|Newhall|1182 - Traffic Collision - No Injuries|0|2
947|34.779722|-118.546444|20120625 10:03|AVENUE|130|Newhall|FIRE - Report of Fire|0|2
947|34.031245|-118.433406|20120626 09:59|I10|2|West Los Angeles|1125 - Traffic Hazard|0|2
948|34.072229|-117.926659|20120601 09:26|I10|2|Baldwin Park|1125 - Traffic Hazard|0|2
948|34.065504|-117.257086|20120601 15:56|I10|3|San Bernardino|1125 - Traffic Hazard|0|2
948|34.048176|-117.550122|20120603 18:51|JURUPA|2|Inland Communications Center|1182 - Traffic Collision - No Injuries|0|2
948|34.223024|-118.248733|20120607 09:19|PENNSYLVANIA|130|Altadena|1125 - Traffic Hazard|0|2
948|34.361922|-117.433261|20120618 17:12|I15|0|San Bernardino|1125 - Traffic Hazard|0|2
948|34.135353|-118.000811|20120630 09:44|I210|2|Baldwin Park|1125 - Traffic Hazard|0|2
949|33.954579|-118.293873|20120601 09:26|1109|130|West Los Angeles|1125 - Traffic Hazard|0|2
949|34.067291|-117.544746|20120606 16:28|I10|2|Rancho Cucamonga|1125 - Traffic Hazard|0|2
949|34.042981|-118.221721|20120608 08:57|4TH|2|Southern Division|1182 - Traffic Collision - No Injuries|0|2
949|33.982729|-117.706361|20120613 17:35|CHINO|130|Inland Communications Center|1183 - Traffic Collision - No Details|0|2
949|34.038392|-118.274013|20120613 10:08|I10|3|Central Los Angeles|1125 - Traffic Hazard|0|2
949|34.024792|-118.239221|20120611 09:39|I10|3|Central Los Angeles|1125 - Traffic Hazard|0|2
949|34.070302|-117.208764|20120610 18:14|LUGONIA|3|Inland Communications Center|ANIMAL - Live or Dead Animal|0|2
949|34.003398|-118.411318|20120615 09:37|I405|0|West Los Angeles|1182 - Traffic Collision - No Injuries|0|2
949|34.065189|-118.000038|20120620 09:57|I605|0|East Los Angeles|1125 - Traffic Hazard|0|2
949|34.001741|-117.835156|20120630 09:45|SR57|1|Baldwin Park|1125 - Traffic Hazard|0|2
949|34.050432|-118.446644|20120629 09:18|SEPULVEDA|1|West Los Angeles|1182 - Traffic Collision - No Injuries|0|2
949|34.087098|-117.941855|20120628 09:30|ORANGE|0|Baldwin Park|1182 - Traffic Collision - No Injuries|0|2
949|34.152213|-118.282973|20120627 09:25|I5|1|Altadena|1182 - Traffic Collision - No Injuries|0|2
949|33.826374|-118.207482|20120626 10:00|I710|1|South Los Angeles|1182 - Traffic Collision - No Injuries|0|2
950|34.090806|-118.307791|20120601 09:27|SANTA|130|Central Los Angeles|1183 - Traffic Collision - No Details|0|2
950|34.048176|-117.550122|20120603 18:51|JURUPA|2|Inland Communications Center|1183 - Traffic Collision - No Details|0|2
950|34.067801|-117.403095|20120605 20:28|I10|2|San Bernardino|20002 - Hit and Run - No Injuries|0|2
950|34.038024|-118.273913|20120605 09:35|I110|0|Central Los Angeles|1182 - Traffic Collision - No Injuries|0|2
950|33.880709|-117.613082|20120607 17:13|SR91|3|Riverside|1125 - Traffic Hazard|0|2
950|34.029745|-118.256047|20120613 10:10|I10|3|Central Los Angeles|1125 - Traffic Hazard|0|2
950|33.782432|-117.214161|20120613 17:35|I215|1|Riverside|1182 - Traffic Collision - No Injuries|0|2
950|34.315523|-117.495282|20120611 17:23|SR138|130|San Bernardino|1125 - Traffic Hazard|0|2
950|34.064987|-117.31369|20120615 16:43|I10|3|San Bernardino|1125 - Traffic Hazard|0|2
950|34.105626|-117.690288|20120626 10:01|INLAND|130|Southern Division|1125 - Traffic Hazard|0|2
951|34.151785|-118.150498|20120601 09:27|I210|3|Altadena|1125 - Traffic Hazard|0|2
951|34.028259|-118.229923|20120602 10:14|SANTA|1|Central Los Angeles|1179 - Traffic Collision - 1141 Rolling|0|2
951|34.136583|-117.558513|20120606 16:29|SR210|3|Rancho Cucamonga|1182 - Traffic Collision - No Injuries|0|2
951|34.067247|-117.435678|20120612 17:07|I10|2|San Bernardino|1125 - Traffic Hazard|0|2
951|34.120713|-117.907589|20120616 09:47|I210|3|Baldwin Park|20002 - Hit and Run - No Injuries|0|2
951|34.081865|-118.223671|20120620 09:58|I5|0|Central Los Angeles|1182 - Traffic Collision - No Injuries|0|2
951|34.068101|-118.02886|20120621 10:16|I10|3|East Los Angeles|1125 - Traffic Hazard|0|2
952|34.064093|-117.278211|20120604 16:45|I10|2|San Bernardino|1179 - Traffic Collision - 1141 Rolling|0|2
952|34.130994|-117.959589|20120608 08:58|I605|0|Baldwin Park|1125 - Traffic Hazard|0|2
952|34.037181|-118.300269|20120607 09:20|I10|3|Central Los Angeles|CLOSURE - Closure of a Road|0|2
952|34.043119|-118.218447|20120612 09:28|4TH|2|Central Los Angeles|20002 - Hit and Run - No Injuries|0|2
952|34.704054|-118.169882|20120614 10:05|SR14|0|Antelope Valley|1125 - Traffic Hazard|0|2
952|34.065189|-118.000038|20120621 10:16|I10|3|East Los Angeles|1125 - Traffic Hazard|0|2
952|33.87989|-117.565662|20120614 17:18|SR91|2|Riverside|1183 - Traffic Collision - No Details|0|2
952|34.029249|-117.715528|20120620 17:30|SR60|3|Rancho Cucamonga|1125 - Traffic Hazard|0|2
952|34.201434|-118.189212|20120625 10:05|I210|2|Altadena|1125 - Traffic Hazard|0|2
952|34.181334|-118.168981|20120622 09:39|I210|3|Altadena|1125 - Traffic Hazard|0|2
952|33.974722|-118.230238|20120629 09:20|FLORENCE|2|South Los Angeles|1166 - Defective Traffic Signals or Stop Signs|0|2
953|33.826374|-118.207482|20120601 09:28|I710|1|South Los Angeles|FIRE - Report of Fire|0|2
953|33.776989|-117.487151|20120602 18:18|I15|0|Riverside|1125 - Traffic Hazard|0|2
953|34.159694|-118.466153|20120606 09:29|US101|3|West Valley|1182 - Traffic Collision - No Injuries|0|2
953|34.00537|-117.399636|20120604 16:45|RUBIDOUX|130|Riverside|1182 - Traffic Collision - No Injuries|0|2
953|33.987774|-118.373203|20120615 09:37|CORNING|1|West Los Angeles|1179 - Traffic Collision - 1141 Rolling|0|2
953|33.791003|-118.291694|20120621 10:17|VERMONT|1|Southern Division|1182 - Traffic Collision - No Injuries|0|2
953|34.2012|-118.473373|20120623 10:11|SHERMAN|130|West Valley|1182 - Traffic Collision - No Injuries|0|2
954|34.053529|-117.295953|20120603 18:57|1860|130|Inland Communications Center|1183 - Traffic Collision - No Details|0|2
954|33.89727|-117.487505|20120613 17:36|SR91|3|Riverside|1125 - Traffic Hazard|0|2
954|34.151274|-118.007607|20120616 09:48|FOOTHILL|3|Southern Division|1179 - Traffic Collision - 1141 Rolling|0|2
954|34.172145|-118.466146|20120621 10:18|BURBANK|130|Southern Division|1182 - Traffic Collision - No Injuries|0|2
954|33.964515|-117.548583|20120618 17:16|I15|0|Riverside|1125 - Traffic Hazard|0|2
954|34.008131|-118.415076|20120629 09:21|I405|0|West Los Angeles|1125 - Traffic Hazard|0|2
954|34.211626|-118.227938|20120630 09:46|I210|2|Altadena|20002 - Hit and Run - No Injuries|0|2
954|34.072638|-118.058528|20120628 09:31|I10|3|East Los Angeles|1125 - Traffic Hazard|0|2
954|34.212308|-118.34847|20120626 10:04|I5|0|Altadena|1125 - Traffic Hazard|0|2
955|33.960221|-117.3118|20120606 16:30|I215|1|Riverside|1125 - Traffic Hazard|0|2
955|34.066733|-117.243669|20120602 18:20|I10|3|San Bernardino|1125 - Traffic Hazard|0|2
955|34.081422|-117.689533|20120603 18:57|CENTRAL|130|Inland Communications Center|1182 - Traffic Collision - No Injuries|0|2
955|34.03334|-118.183419|20120602 10:16|3RD|2|East Los Angeles|1182 - Traffic Collision - No Injuries|0|2
955|34.030647|-118.39115|20120605 09:37|I10|2|West Los Angeles|1125 - Traffic Hazard|0|2
955|34.020086|-118.189231|20120608 08:58|I5|1|East Los Angeles|1125A - Animal Hazard|0|2
955|34.067673|-117.59335|20120607 17:16|I10|3|Rancho Cucamonga|1183 - Traffic Collision - No Details|0|2
955|34.136508|-117.453528|20120613 17:36|SR210|3|Rancho Cucamonga|1183 - Traffic Collision - No Details|0|2
955|33.831489|-118.083877|20120611 09:42|I605|0|Santa Fe Springs|1125 - Traffic Hazard|0|2
955|33.881698|-117.582477|20120619 17:18|LINCOLN|130|Riverside|1182 - Traffic Collision - No Injuries|0|2
955|34.106491|-117.475542|20120620 17:32|FOOTHILL|130|Rancho Cucamonga|1182 - Traffic Collision - No Injuries|0|2
955|34.140254|-118.016747|20120620 09:58|I210|2|Baldwin Park|1125 - Traffic Hazard|0|2
955|34.028957|-117.71553|20120618 17:17|SR60|2|Rancho Cucamonga|1125 - Traffic Hazard|0|2
955|34.149686|-118.671244|20120623 10:11|24650|130|Southern Division|1125 - Traffic Hazard|0|2
955|33.880279|-118.285007|20120628 09:31|I110|1|South Los Angeles|1182 - Traffic Collision - No Injuries|0|2
955|33.991905|-117.396924|20120623 18:39|CRESTMORE|130|Inland Communications Center|ANIMAL - Live or Dead Animal|0|2
956|34.028824|-117.575883|20120603 18:59|SR60|2|Rancho Cucamonga|1125 - Traffic Hazard|0|2
956|34.028824|-117.575883|20120609 18:25|SR60|2|Rancho Cucamonga|1125 - Traffic Hazard|0|2
956|33.980891|-117.369258|20120607 17:16|SR91|3|Riverside|1182 - Traffic Collision - No Injuries|0|2
956|34.13599|-117.30277|20120610 18:22|SR259|1|San Bernardino|1182 - Traffic Collision - No Injuries|0|2
956|33.881798|-117.54691|20120614 17:19|SR91|2|Riverside|1182 - Traffic Collision - No Injuries|0|2
956|33.997039|-117.931096|20120623 10:11|SR60|3|Santa Fe Springs|1125 - Traffic Hazard|0|2
956|34.147726|-118.031568|20120630 09:47|I210|2|Altadena|1125 - Traffic Hazard|0|2
957|34.035192|-118.333658|20120605 09:38|I10|3|Central Los Angeles|1182 - Traffic Collision - No Injuries|0|2
957|34.14305|-118.738099|20120602 10:17|US101|2|West Valley|1125 - Traffic Hazard|0|2
957|34.161631|-118.126858|20120604 11:25|MOUNTAIN|2|Southern Division|ANIMAL - Live or Dead Animal|0|2
957|34.072509|-117.93611|20120608 08:59|I10|3|Baldwin Park|1182 - Traffic Collision - No Injuries|0|2
957|34.034862|-118.221136|20120612 09:30|I5|1|Central Los Angeles|1125A - Animal Hazard|0|2
957|34.039527|-118.080795|20120614 10:06|SR60|3|East Los Angeles|1179 - Traffic Collision - 1141 Rolling|0|2
957|33.938259|-118.282587|20120625 10:05|108TH|3|Southern Division|ANIMAL - Live or Dead Animal|0|2
957|34.126407|-117.915989|20120622 09:41|I210|3|Baldwin Park|1125 - Traffic Hazard|0|2
957|34.152213|-118.282973|20120629 09:23|I5|1|Altadena|1125 - Traffic Hazard|0|2
957|34.483165|-117.712998|20120627 09:27|ANTELOPE|130|Antelope Valley|FIRE - Report of Fire|0|2
958|33.966011|-118.168461|20120620 10:00|I710|1|East Los Angeles|1182 - Traffic Collision - No Injuries|0|2
958|34.067352|-117.524096|20120620 17:37|I10|2|Rancho Cucamonga|1125 - Traffic Hazard|0|2
958|34.121294|-117.302592|20120618 17:21|I215|0|San Bernardino|1125 - Traffic Hazard|0|2
958|33.874497|-118.011364|20120628 09:32|I5|0|Santa Fe Springs|1182 - Traffic Collision - No Injuries|0|2
959|33.949744|-118.170476|20120603 08:03|I710|1|East Los Angeles|1125 - Traffic Hazard|0|2
959|34.030279|-117.706812|20120612 17:11|SR60|3|Rancho Cucamonga|1125 - Traffic Hazard|0|2
959|34.064987|-117.31369|20120616 17:19|I10|3|San Bernardino|1125 - Traffic Hazard|0|2
959|33.880129|-117.609257|20120620 17:38|SR91|3|Riverside|1182 - Traffic Collision - No Injuries|0|2
959|34.15726|-118.158716|20120623 10:12|I210|2|Altadena|1125 - Traffic Hazard|0|2
959|34.135353|-118.000811|20120630 09:48|I210|2|Baldwin Park|1125 - Traffic Hazard|0|2
959|33.880279|-118.285007|20120628 09:32|I110|1|South Los Angeles|1179 - Traffic Collision - 1141 Rolling|0|2
959|34.019399|-117.972387|20120627 09:28|SALT|130|Santa Fe Springs|1182 - Traffic Collision - No Injuries|0|2
960|34.120587|-118.271087|20120603 08:03|I5|0|Central Los Angeles|1125 - Traffic Hazard|0|2
960|34.273428|-118.572161|20120606 09:33|SR118|2|West Valley|1125 - Traffic Hazard|0|2
960|33.875417|-118.193039|20120613 10:12|I710|0|South Los Angeles|1183 - Traffic Collision - No Details|0|2
960|34.060886|-118.170881|20120612 09:30|CAMPUS|130|East Los Angeles|1182 - Traffic Collision - No Injuries|0|2
960|34.267663|-118.484742|20120611 09:43|SR118|2|West Valley|1125 - Traffic Hazard|0|2
960|34.283323|-118.414459|20120621 10:21|SR118|2|Altadena|1125 - Traffic Hazard|0|2
960|33.865941|-117.54212|20120622 15:42|I15|0|Riverside|1125 - Traffic Hazard|0|2
960|34.165219|-118.474871|20120627 09:29|US101|3|West Valley|1125 - Traffic Hazard|0|2
961|33.939143|-117.191515|20120606 16:34|SR60|2|Riverside|1125A - Animal Hazard|0|2
961|33.91679|-117.287748|20120607 17:18|I215|1|Riverside|1182 - Traffic Collision - No Injuries|0|2
961|34.020232|-118.189232|20120609 09:38|I5|0|East Los Angeles|CFIRE - Car Fire|0|2
961|33.843857|-117.250354|20120610 18:26|I215|0|Riverside|1125 - Traffic Hazard|0|2
961|34.154193|-118.468214|20120612 09:31|I405|1|West Valley|1182 - Traffic Collision - No Injuries|0|2
961|33.987774|-118.373203|20120615 09:39|SLAUSON|3|West Los Angeles|1179 - Traffic Collision - 1141 Rolling|0|2
961|34.032613|-118.334994|20120616 09:50|CRENSHAW|130|Southern Division|1183 - Traffic Collision - No Details|0|2
961|34.149008|-118.050233|20120620 10:01|I210|3|Altadena|1125 - Traffic Hazard|0|2
961|34.120965|-117.890154|20120622 09:42|I210|3|Baldwin Park|1183 - Traffic Collision - No Details|0|2
961|34.220445|-117.402262|20120622 15:42|CAJON|130|San Bernardino|1182 - Traffic Collision - No Injuries|0|2
961|34.165537|-118.492334|20120627 09:29|US101|3|West Valley|1179 - Traffic Collision - 1141 Rolling|0|2
962|33.874312|-118.196295|20120603 08:06|SR91|3|South Los Angeles|ANIMAL - Live or Dead Animal|0|2
962|33.876246|-118.159979|20120604 11:30|SR91|3|Santa Fe Springs|1125 - Traffic Hazard|0|2
962|34.122733|-118.478598|20120607 09:22|I405|1|West Los Angeles|1125 - Traffic Hazard|0|2
962|33.996973|-117.485458|20120612 17:12|VAN|130|Inland Communications Center|FIRE - Report of Fire|0|2
962|34.046595|-118.043074|20120614 10:09|SANTA|130|Southern Division|1182 - Traffic Collision - No Injuries|0|2
962|34.135353|-118.000811|20120620 10:01|I210|2|Baldwin Park|1125 - Traffic Hazard|0|2
962|34.067633|-117.981683|20120625 10:07|I10|3|Baldwin Park|1183 - Traffic Collision - No Details|0|2
962|34.077232|-117.544633|20120622 15:43|I15|0|Rancho Cucamonga|1125 - Traffic Hazard|0|2
962|34.095835|-118.284081|20120622 09:42|SUNSET|3|Southern Division|FLOOD - Roadway Flooding|0|2
962|34.061131|-118.165024|20120628 09:33|I10|2|East Los Angeles|1183 - Traffic Collision - No Details|0|2
